presentation_position,trace_sequence,frame_sequence,reset_sequence,grounding_completion,modifier_completion,solver_completion,has_modifier,solver_backend,solver_failure,node_executed,body_grounded,placement_alpha,lyra_source_identity,spring_identity,rig_id,rig_revision,profile_id,profile_revision,pose_plan_hash,calibration_id,calibration_revision,physics_scene_identity,self_filter_identity,pelvis_lyra_target,pelvis_resolved_target,pelvis_current,pelvis_spring_velocity,pelvis_previous_target,pelvis_spring_initialized,pelvis_translation_x,pelvis_translation_y,pelvis_translation_z,pelvis_goal_weight,pelvis_goal_application,pelvis_goal_source,modifier_selected_side,baseline_producer_operation,baseline_producer_call_site,baseline_goal_offset,baseline_goal_count,baseline_rig_id,baseline_rig_revision,left_hit,left_surface,left_query_shape,left_query_purpose,left_query_foot_index,left_query_origin_x,left_query_origin_y,left_query_origin_z,left_query_capsule_end_x,left_query_capsule_end_y,left_query_capsule_end_z,left_query_direction_x,left_query_direction_y,left_query_direction_z,left_query_radius,left_query_maximum_distance,left_query_layer_mask,left_query_minimum_ground_normal_dot,left_hit_location_x,left_hit_location_y,left_hit_location_z,left_impact_point_x,left_impact_point_y,left_impact_point_z,left_hit_normal_x,left_hit_normal_y,left_hit_normal_z,left_hit_distance,left_contact,left_transition,left_has_anchor,left_anchor_local_x,left_anchor_local_y,left_anchor_local_z,left_anchor_local_rotation_x,left_anchor_local_rotation_y,left_anchor_local_rotation_z,left_anchor_local_rotation_w,left_anchor_world_x,left_anchor_world_y,left_anchor_world_z,left_anchor_world_rotation_x,left_anchor_world_rotation_y,left_anchor_world_rotation_z,left_anchor_world_rotation_w,left_anchor_blend,left_swing_eligible,left_selected_for_rewrite,left_rewritten,left_prediction_reject,left_future_surface,left_future_point_x,left_future_point_y,left_future_point_z,left_future_normal_x,left_future_normal_y,left_future_normal_z,left_ground_envelope_count,left_ground_envelope_reject,left_predictive_query_count,left_predictive_rejected_query_count,left_prediction_horizon,left_swing_clearance,left_baseline_application,left_final_source,left_solver_result_available,left_plant_confidence,left_plant_contact,left_sole_height,left_placement_weight,left_animation_foot_speed,left_surface_distance,left_sole_support_surface,left_sole_support_point_x,left_sole_support_point_y,left_sole_support_point_z,left_sole_support_normal_x,left_sole_support_normal_y,left_sole_support_normal_z,left_sole_clearance_target,left_sole_clearance_target_x,left_sole_clearance_target_y,left_sole_clearance_target_z,left_sole_ankle_x,left_sole_ankle_y,left_sole_ankle_z,left_sole_heel_x,left_sole_heel_y,left_sole_heel_z,left_sole_toe_x,left_sole_toe_y,left_sole_toe_z,left_sole_heel_plane_distance,left_sole_toe_plane_distance,left_residual_sole_penetration,left_baseline_position_weight,left_baseline_rotation_weight,left_final_position_weight,left_final_rotation_weight,left_target_offset,left_offset_target,left_unconstrained_offset,left_sole_constraint_offset,left_current_offset,left_offset_spring_velocity,left_previous_offset_target,left_offset_spring_initialized,left_target_normal_x,left_target_normal_y,left_target_normal_z,left_current_normal_x,left_current_normal_y,left_current_normal_z,left_normal_spring_velocity_x,left_normal_spring_velocity_y,left_normal_spring_velocity_z,left_previous_normal_target_x,left_previous_normal_target_y,left_previous_normal_target_z,left_normal_spring_initialized,left_current_grounding_x,left_current_grounding_y,left_current_grounding_z,left_baseline_x,left_baseline_y,left_baseline_z,left_final_x,left_final_y,left_final_z,left_solved_x,left_solved_y,left_solved_z,left_position_residual,left_rotation_residual_degrees,right_hit,right_surface,right_query_shape,right_query_purpose,right_query_foot_index,right_query_origin_x,right_query_origin_y,right_query_origin_z,right_query_capsule_end_x,right_query_capsule_end_y,right_query_capsule_end_z,right_query_direction_x,right_query_direction_y,right_query_direction_z,right_query_radius,right_query_maximum_distance,right_query_layer_mask,right_query_minimum_ground_normal_dot,right_hit_location_x,right_hit_location_y,right_hit_location_z,right_impact_point_x,right_impact_point_y,right_impact_point_z,right_hit_normal_x,right_hit_normal_y,right_hit_normal_z,right_hit_distance,right_contact,right_transition,right_has_anchor,right_anchor_local_x,right_anchor_local_y,right_anchor_local_z,right_anchor_local_rotation_x,right_anchor_local_rotation_y,right_anchor_local_rotation_z,right_anchor_local_rotation_w,right_anchor_world_x,right_anchor_world_y,right_anchor_world_z,right_anchor_world_rotation_x,right_anchor_world_rotation_y,right_anchor_world_rotation_z,right_anchor_world_rotation_w,right_anchor_blend,right_swing_eligible,right_selected_for_rewrite,right_rewritten,right_prediction_reject,right_future_surface,right_future_point_x,right_future_point_y,right_future_point_z,right_future_normal_x,right_future_normal_y,right_future_normal_z,right_ground_envelope_count,right_ground_envelope_reject,right_predictive_query_count,right_predictive_rejected_query_count,right_prediction_horizon,right_swing_clearance,right_baseline_application,right_final_source,right_solver_result_available,right_plant_confidence,right_plant_contact,right_sole_height,right_placement_weight,right_animation_foot_speed,right_surface_distance,right_sole_support_surface,right_sole_support_point_x,right_sole_support_point_y,right_sole_support_point_z,right_sole_support_normal_x,right_sole_support_normal_y,right_sole_support_normal_z,right_sole_clearance_target,right_sole_clearance_target_x,right_sole_clearance_target_y,right_sole_clearance_target_z,right_sole_ankle_x,right_sole_ankle_y,right_sole_ankle_z,right_sole_heel_x,right_sole_heel_y,right_sole_heel_z,right_sole_toe_x,right_sole_toe_y,right_sole_toe_z,right_sole_heel_plane_distance,right_sole_toe_plane_distance,right_residual_sole_penetration,right_baseline_position_weight,right_baseline_rotation_weight,right_final_position_weight,right_final_rotation_weight,right_target_offset,right_offset_target,right_unconstrained_offset,right_sole_constraint_offset,right_current_offset,right_offset_spring_velocity,right_previous_offset_target,right_offset_spring_initialized,right_target_normal_x,right_target_normal_y,right_target_normal_z,right_current_normal_x,right_current_normal_y,right_current_normal_z,right_normal_spring_velocity_x,right_normal_spring_velocity_y,right_normal_spring_velocity_z,right_previous_normal_target_x,right_previous_normal_target_y,right_previous_normal_target_z,right_normal_spring_initialized,right_current_grounding_x,right_current_grounding_y,right_current_grounding_z,right_baseline_x,right_baseline_y,right_baseline_z,right_final_x,right_final_y,right_final_z,right_solved_x,right_solved_y,right_solved_z,right_position_residual,right_rotation_residual_degrees
706,407,706,1,707,0,707,false,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,true,true,1,lyra-5.7/ABP_Mannequin_Base/CR_Mannequin_FootPlant,unreal-engine-5.7/SpringInterpV2/FMath.SpringDamper,corin.animation-rig,87731f0d0ca14844bbf861368b9847b3,corin.foot-placement,6d6118d2f41a5948ddd18dc6d88083c8c5bf77a4682a4ec3fce5d2ec6af01624,c7fd2c730a70465e6baa0d7496f46c9d49c4cc944fadbd61ecba1116729d5817,Corin.FootPlacementRig,2997edf1c34f13f7e2a3033372226eb399379f30c4303fddfe3e97ec1e4bf38d,0,-288406,0.07049811,0.0635578,0.07049724,1.265595E-05,0.07049811,true,0,0.0635578,0,1,PelvisPreSolveTranslation,FootGrounding,ModifierNotCompiled,-1,-1,-1,0,,,true,-98108,Sphere,CurrentGrounding,0,0.02968264,2.431226,3.823956,0,0,0,0,-1,0,0.05,1,4608,0.5735765,0.02968264,1.92,3.823956,0.02968264,1.92,3.823956,0,1,0,0.4612265,Anchored,None,true,-0.004282296,0.5493245,-0.1977631,-0.3931756,-0.3823089,0.5955287,0.5870252,-0.01370335,2.014703,3.809141,-0.3931756,-0.3823089,0.5955287,0.5870252,1,false,false,false,ModifierNotCompiled,0,0,0,0,0,0,0,0,ModifierNotCompiled,0,0,0,0,FootPlacementEffectorTarget,FootGrounding,true,1,true,-0.0007337171,1,0.007431855,0.001577258,-98108,-0.01370335,1.92,3.809141,0,1,0,0.0007716417,0,0.0007716417,0,-0.01370335,2.014703,3.809141,-0.01352248,1.933479,3.810759,-0.04261161,1.932157,3.743867,0.01347852,0.01215696,0,1,1,1,1,0.07049811,0.000772506,0.001080201,0,0.001080201,-0.003196387,0.000772506,true,0,1,0,-1.401298E-45,1,-1.777542E-29,3.222986E-44,1.386084E-06,8.804728E-28,0,1,0,true,-0.2794242,0.1533021,0.1151401,-0.2350708,0.1652011,0.1267426,-0.2350708,0.1652011,0.1267426,-0.2350708,0.165201,0.1267426,5.575504E-08,0,true,-98108,Sphere,CurrentGrounding,1,-0.4188857,2.430274,3.856481,0,0,0,0,-1,0,0.05,1,4608,0.5735765,-0.4188857,1.92,3.856481,-0.4188857,1.92,3.856481,0,1,0,0.4602745,Anchored,None,true,-0.1271383,0.5445805,-0.2578109,-0.5760555,-0.5907266,0.399672,0.39933,-0.4068427,2.005594,3.778516,-0.5760555,-0.5907266,0.399672,0.39933,1,false,false,false,ModifierNotCompiled,0,0,0,0,0,0,0,0,ModifierNotCompiled,0,0,0,0,FootPlacementEffectorTarget,FootGrounding,true,1,true,-0.001137987,1,0.02313779,0.0003950596,-98108,-0.4068427,1.92,3.778516,0,1,0,0.0007522106,0,0.0007522106,0,-0.4068427,2.005594,3.778516,-0.4047209,1.924493,3.776309,-0.3772888,1.926602,3.701381,0.004492879,0.00660193,0,1,1,1,1,0.07049811,0.0007530749,0.000782147,0,0.000782147,-0.001503599,0.0007530749,true,0,1,0,3.277959E-22,1,-5.691702E-17,-1.606566E-20,1.386084E-06,2.789217E-15,0,1,0,true,0.1655642,0.1520518,0.04989543,0.1592555,0.1560925,0.1285322,0.1592555,0.1560925,0.1285322,0.1592555,0.1560925,0.1285322,2.980232E-08,0
707,408,707,1,708,0,708,false,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,true,true,1,lyra-5.7/ABP_Mannequin_Base/CR_Mannequin_FootPlant,unreal-engine-5.7/SpringInterpV2/FMath.SpringDamper,corin.animation-rig,87731f0d0ca14844bbf861368b9847b3,corin.foot-placement,6d6118d2f41a5948ddd18dc6d88083c8c5bf77a4682a4ec3fce5d2ec6af01624,c7fd2c730a70465e6baa0d7496f46c9d49c4cc944fadbd61ecba1116729d5817,Corin.FootPlacementRig,2997edf1c34f13f7e2a3033372226eb399379f30c4303fddfe3e97ec1e4bf38d,0,-288406,0.07049811,0.0632965,0.07049732,1.159918E-05,0.07049811,true,0,0.0632965,0,1,PelvisPreSolveTranslation,FootGrounding,ModifierNotCompiled,-1,-1,-1,0,,,true,-98108,Sphere,CurrentGrounding,0,0.02963114,2.431268,3.823907,0,0,0,0,-1,0,0.05,1,4608,0.5735765,0.02963114,1.92,3.823907,0.02963114,1.92,3.823907,0,1,0,0.4612684,Anchored,None,true,-0.004282296,0.5493245,-0.1977631,-0.3931756,-0.3823089,0.5955287,0.5870252,-0.01370335,2.014703,3.809141,-0.3931756,-0.3823089,0.5955287,0.5870252,1,false,false,false,ModifierNotCompiled,0,0,0,0,0,0,0,0,ModifierNotCompiled,0,0,0,0,FootPlacementEffectorTarget,FootGrounding,true,1,true,-0.0007300797,1,0.01761168,0.00159955,-98108,-0.01370335,1.92,3.809141,0,1,0,0.0007311106,0,0.0007311106,0,-0.01370335,2.014703,3.809141,-0.01352258,1.933479,3.810759,-0.04261193,1.932157,3.743868,0.01347864,0.01215708,0,1,1,1,1,0.07049811,0.0007319003,0.001060539,0,0.001060539,-0.003335892,0.0007319003,true,0,1,0,-1.401298E-45,1,-1.323039E-29,3.222986E-44,1.384822E-06,6.553853E-28,0,1,0,true,-0.2793692,0.1533242,0.1151848,-0.2350708,0.1652011,0.1267426,-0.2350708,0.1652011,0.1267426,-0.2350708,0.165201,0.1267426,1.043081E-07,0,true,-98108,Sphere,CurrentGrounding,1,-0.4189835,2.430265,3.856481,0,0,0,0,-1,0,0.05,1,4608,0.5735765,-0.4189835,1.92,3.856481,-0.4189835,1.92,3.856481,0,1,0,0.4602651,Anchored,None,true,-0.1271383,0.5445805,-0.2578109,-0.5760555,-0.5907266,0.399672,0.39933,-0.4068427,2.005594,3.778516,-0.5760555,-0.5907266,0.399672,0.39933,1,false,false,false,ModifierNotCompiled,0,0,0,0,0,0,0,0,ModifierNotCompiled,0,0,0,0,FootPlacementEffectorTarget,FootGrounding,true,1,true,-0.001125091,1,0.02486604,0.0003790855,-98108,-0.4068427,1.92,3.778516,0,1,0,0.0008261204,0,0.0008261204,0,-0.4068427,2.005594,3.778516,-0.4047209,1.924493,3.776309,-0.377288,1.926603,3.70138,0.004492879,0.00660336,0,1,1,1,1,0.07049811,0.0008269101,0.0007755788,5.149841E-05,0.0008270773,0,0.0008269101,true,0,1,0,2.447374E-22,1,-4.249667E-17,-1.199715E-20,1.384822E-06,2.082948E-15,0,1,0,true,0.1656617,0.1520876,0.04988828,0.1592555,0.1560925,0.1285322,0.1592555,0.1560925,0.1285322,0.1592555,0.1560924,0.1285322,9.541399E-08,0
708,409,708,1,709,0,709,false,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,true,true,1,lyra-5.7/ABP_Mannequin_Base/CR_Mannequin_FootPlant,unreal-engine-5.7/SpringInterpV2/FMath.SpringDamper,corin.animation-rig,87731f0d0ca14844bbf861368b9847b3,corin.foot-placement,6d6118d2f41a5948ddd18dc6d88083c8c5bf77a4682a4ec3fce5d2ec6af01624,c7fd2c730a70465e6baa0d7496f46c9d49c4cc944fadbd61ecba1116729d5817,Corin.FootPlacementRig,2997edf1c34f13f7e2a3033372226eb399379f30c4303fddfe3e97ec1e4bf38d,0,-288406,0.07049811,0.06301546,0.07049739,1.057888E-05,0.07049811,true,0,0.06301546,0,1,PelvisPreSolveTranslation,FootGrounding,ModifierNotCompiled,-1,-1,-1,0,,,true,-98108,Sphere,CurrentGrounding,0,0.02953815,2.431324,3.823802,0,0,0,0,-1,0,0.05,1,4608,0.5735765,0.02953815,1.92,3.823802,0.02953815,1.92,3.823802,0,1,0,0.461324,Anchored,None,true,-0.004282296,0.5493245,-0.1977631,-0.3931756,-0.3823089,0.5955287,0.5870252,-0.01370335,2.014703,3.809141,-0.3931756,-0.3823089,0.5955287,0.5870252,1,false,false,false,ModifierNotCompiled,0,0,0,0,0,0,0,0,ModifierNotCompiled,0,0,0,0,FootPlacementEffectorTarget,FootGrounding,true,1,true,-0.0006253337,1,0.02748042,0.001633167,-98108,-0.01370335,1.92,3.809141,0,1,0,0.0006725788,0,0.0006725788,0,-0.01370335,2.014703,3.809141,-0.01352224,1.933479,3.810758,-0.04261195,1.932157,3.743867,0.01347864,0.01215708,0,1,1,1,1,0.07049811,0.0006733015,0.001038536,0,0.001038536,-0.00360059,0.0006733015,true,0,1,0,-1.401298E-45,1,-9.695705E-30,3.222986E-44,1.381084E-06,4.803222E-28,0,1,0,true,-0.2792688,0.1533579,0.1152827,-0.2350708,0.1652011,0.1267426,-0.2350708,0.1652011,0.1267426,-0.2350708,0.1652012,0.1267428,2.138719E-07,0,true,-98108,Sphere,CurrentGrounding,1,-0.4191055,2.430264,3.85646,0,0,0,0,-1,0,0.05,1,4608,0.5735765,-0.4191055,1.92,3.85646,-0.4191055,1.92,3.85646,0,1,0,0.4602635,Anchored,None,true,-0.1271383,0.5445805,-0.2578109,-0.5760555,-0.5907266,0.399672,0.39933,-0.4068427,2.005594,3.778516,-0.5760555,-0.5907266,0.399672,0.39933,1,false,false,false,ModifierNotCompiled,0,0,0,0,0,0,0,0,ModifierNotCompiled,0,0,0,0,FootPlacementEffectorTarget,FootGrounding,true,1,true,-0.001111516,1,0.02554437,0.0004304647,-98108,-0.4068427,1.92,3.778516,0,1,0,0.0008924007,0,0.0008924007,0,-0.4068427,2.005594,3.778516,-0.4047208,1.924493,3.776309,-0.3772872,1.926605,3.70138,0.004492879,0.00660491,0,1,1,1,1,0.07049811,0.0008931234,0.0008287028,6.437302E-05,0.0008930758,0.0004695116,0.0008931234,true,0,1,0,1.799305E-22,1,-3.124467E-17,-8.822017E-21,1.381084E-06,1.531742E-15,0,1,0,true,0.165785,0.1521519,0.04990028,0.1592555,0.1560925,0.1285322,0.1592555,0.1560925,0.1285322,0.1592554,0.1560926,0.1285323,1.692447E-07,0
709,410,709,1,710,0,710,false,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,true,true,1,lyra-5.7/ABP_Mannequin_Base/CR_Mannequin_FootPlant,unreal-engine-5.7/SpringInterpV2/FMath.SpringDamper,corin.animation-rig,87731f0d0ca14844bbf861368b9847b3,corin.foot-placement,6d6118d2f41a5948ddd18dc6d88083c8c5bf77a4682a4ec3fce5d2ec6af01624,c7fd2c730a70465e6baa0d7496f46c9d49c4cc944fadbd61ecba1116729d5817,Corin.FootPlacementRig,2997edf1c34f13f7e2a3033372226eb399379f30c4303fddfe3e97ec1e4bf38d,0,-288406,0.07049811,0.06288064,0.07049742,1.01284E-05,0.07049811,true,0,0.06288064,0,1,PelvisPreSolveTranslation,FootGrounding,ModifierNotCompiled,-1,-1,-1,0,,,true,-98108,Sphere,CurrentGrounding,0,0.02948117,2.431354,3.823734,0,0,0,0,-1,0,0.05,1,4608,0.5735765,0.02948117,1.92,3.823734,0.02948117,1.92,3.823734,0,1,0,0.4613541,Anchored,None,true,-0.004282296,0.5493245,-0.1977631,-0.3931756,-0.3823089,0.5955287,0.5870252,-0.01370335,2.014703,3.809141,-0.3931756,-0.3823089,0.5955287,0.5870252,1,false,false,false,ModifierNotCompiled,0,0,0,0,0,0,0,0,ModifierNotCompiled,0,0,0,0,FootPlacementEffectorTarget,FootGrounding,true,1,true,-0.0005744912,1,0.0321974,0.001652241,-98108,-0.01370335,1.92,3.809141,0,1,0,0.0006394386,0,0.0006394386,0,-0.01370335,2.014703,3.809141,-0.01352251,1.933479,3.810759,-0.04261236,1.932157,3.743867,0.01347864,0.01215708,0,1,1,1,1,0.07049811,0.0006401315,0.001027442,0,0.001027442,-0.003752781,0.0006401315,true,0,1,0,-1.401298E-45,1,-8.366143E-30,3.363116E-44,1.396866E-06,4.144691E-28,0,1,0,true,-0.279207,0.1533769,0.115347,-0.2350708,0.1652011,0.1267426,-0.2350708,0.1652011,0.1267426,-0.2350708,0.1652011,0.1267426,1.490116E-08,0,true,-98108,Sphere,CurrentGrounding,1,-0.4191689,2.430265,3.856443,0,0,0,0,-1,0,0.05,1,4608,0.5735765,-0.4191689,1.92,3.856443,-0.4191689,1.92,3.856443,0,1,0,0.4602651,Anchored,None,true,-0.1271383,0.5445805,-0.2578109,-0.5760555,-0.5907266,0.399672,0.39933,-0.4068427,2.005594,3.778516,-0.5760555,-0.5907266,0.399672,0.39933,1,false,false,false,ModifierNotCompiled,0,0,0,0,0,0,0,0,ModifierNotCompiled,0,0,0,0,FootPlacementEffectorTarget,FootGrounding,true,1,true,-0.001105089,1,0.02626849,0.0004980564,-98108,-0.4068427,1.92,3.778516,0,1,0,0.000919342,0,0.000919342,0,-0.4068427,2.005594,3.778516,-0.4047211,1.924493,3.776308,-0.3772868,1.926606,3.701379,0.004492879,0.006605744,0,1,1,1,1,0.07049811,0.0009200349,0.0008947406,2.551079E-05,0.0009202514,0.0006072774,0.0009200349,true,0,1,0,1.554914E-22,1,-2.700134E-17,-7.624469E-21,1.396866E-06,1.32384E-15,0,1,0,true,0.1658495,0.1521808,0.04991276,0.1592555,0.1560925,0.1285322,0.1592555,0.1560925,0.1285322,0.1592555,0.1560926,0.1285322,1.043081E-07,0
710,411,710,1,711,0,711,false,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,true,true,1,lyra-5.7/ABP_Mannequin_Base/CR_Mannequin_FootPlant,unreal-engine-5.7/SpringInterpV2/FMath.SpringDamper,corin.animation-rig,87731f0d0ca14844bbf861368b9847b3,corin.foot-placement,6d6118d2f41a5948ddd18dc6d88083c8c5bf77a4682a4ec3fce5d2ec6af01624,c7fd2c730a70465e6baa0d7496f46c9d49c4cc944fadbd61ecba1116729d5817,Corin.FootPlacementRig,2997edf1c34f13f7e2a3033372226eb399379f30c4303fddfe3e97ec1e4bf38d,0,-288406,0.07049811,0.06275409,0.07049745,9.726909E-06,0.07049811,true,0,0.06275409,0,1,PelvisPreSolveTranslation,FootGrounding,ModifierNotCompiled,-1,-1,-1,0,,,true,-98108,Sphere,CurrentGrounding,0,0.02942085,2.431384,3.823659,0,0,0,0,-1,0,0.05,1,4608,0.5735765,0.02942085,1.92,3.823659,0.02942085,1.92,3.823659,0,1,0,0.4613841,Anchored,None,true,-0.004282296,0.5493245,-0.1977631,-0.3931756,-0.3823089,0.5955287,0.5870252,-0.01370335,2.014703,3.809141,-0.3931756,-0.3823089,0.5955287,0.5870252,1,false,false,false,ModifierNotCompiled,0,0,0,0,0,0,0,0,ModifierNotCompiled,0,0,0,0,FootPlacementEffectorTarget,FootGrounding,true,1,true,-0.0005271659,1,0.03661097,0.001671433,-98108,-0.01370335,1.92,3.809141,0,1,0,0.0006055832,0,0.0006055832,0,-0.01370335,2.014703,3.809141,-0.01352263,1.933479,3.810759,-0.0426124,1.932157,3.743867,0.01347864,0.01215708,0,1,1,1,1,0.07049811,0.0006062463,0.001016664,0,0.001016664,-0.003915291,0.0006062463,true,0,1,0,-1.401298E-45,1,-7.292638E-30,3.363116E-44,1.408654E-06,3.612969E-28,0,1,0,true,-0.2791414,0.1533962,0.1154167,-0.2350708,0.1652011,0.1267426,-0.2350708,0.1652011,0.1267426,-0.2350708,0.1652011,0.1267427,4.712161E-08,0,true,-98108,Sphere,CurrentGrounding,1,-0.4192312,2.430268,3.856421,0,0,0,0,-1,0,0.05,1,4608,0.5735765,-0.4192312,1.92,3.856421,-0.4192312,1.92,3.856421,0,1,0,0.460268,Anchored,None,true,-0.1271383,0.5445805,-0.2578109,-0.5760555,-0.5907266,0.399672,0.39933,-0.4068427,2.005594,3.778516,-0.5760555,-0.5907266,0.399672,0.39933,1,false,false,false,ModifierNotCompiled,0,0,0,0,0,0,0,0,ModifierNotCompiled,0,0,0,0,FootPlacementEffectorTarget,FootGrounding,true,1,true,-0.001099106,1,0.0271672,0.0005283356,-98108,-0.4068427,1.92,3.778516,0,1,0,0.0009423494,0,0.0009423494,0,-0.4068427,2.005594,3.778516,-0.404721,1.924493,3.776308,-0.3772866,1.926606,3.701379,0.004492879,0.00660634,0,1,1,1,1,0.07049811,0.0009430125,0.0009221279,2.098083E-05,0.0009431087,0.0007091322,0.0009430125,true,0,1,0,1.35729E-22,1,-2.356996E-17,-6.655995E-21,1.408654E-06,1.155704E-15,0,1,0,true,0.1659131,0.1522065,0.04993008,0.1592555,0.1560925,0.1285322,0.1592555,0.1560925,0.1285322,0.1592555,0.1560926,0.1285322,9.185693E-08,0
711,412,711,1,712,0,712,false,rootmotion.finalik.full-body-biped-ik/indexed-pose-backend,None,true,true,1,lyra-5.7/ABP_Mannequin_Base/CR_Mannequin_FootPlant,unreal-engine-5.7/SpringInterpV2/FMath.SpringDamper,corin.animation-rig,87731f0d0ca14844bbf861368b9847b3,corin.foot-placement,6d6118d2f41a5948ddd18dc6d88083c8c5bf77a4682a4ec3fce5d2ec6af01624,c7fd2c730a70465e6baa0d7496f46c9d49c4cc944fadbd61ecba1116729d5817,Corin.FootPlacementRig,2997edf1c34f13f7e2a3033372226eb399379f30c4303fddfe3e97ec1e4bf38d,0,-288406,0.07049811,0.06262952,0.07049747,9.347603E-06,0.07049811,true,0,0.06262952,0,1,PelvisPreSolveTranslation,FootGrounding,ModifierNotCompiled,-1,-1,-1,0,,,true,-98108,Sphere,CurrentGrounding,0,0.02935505,2.431416,3.823577,0,0,0,0,-1,0,0.05,1,4608,0.5735765,0.02935505,1.92,3.823577,0.02935505,1.92,3.823577,0,1,0,0.4614155,Anchored,None,true,-0.004282296,0.5493245,-0.1977631,-0.3931756,-0.3823089,0.5955287,0.5870252,-0.01370335,2.014703,3.809141,-0.3931756,-0.3823089,0.5955287,0.5870252,1,false,false,false,ModifierNotCompiled,0,0,0,0,0,0,0,0,ModifierNotCompiled,0,0,0,0,FootPlacementEffectorTarget,FootGrounding,true,1,true,-0.000480814,1,0.04094811,0.001691699,-98108,-0.01370335,1.92,3.809141,0,1,0,0.000569582,0,0.000569582,0,-0.01370335,2.014703,3.809141,-0.01352232,1.933479,3.810759,-0.04261241,1.932157,3.743867,0.01347864,0.01215708,0,1,1,1,1,0.07049811,0.0005702227,0.001005632,0,0.001005632,-0.004094473,0.0005702227,true,0,1,0,-1.401298E-45,1,-6.374788E-30,3.363116E-44,1.417575E-06,3.158332E-28,0,1,0,true,-0.2790698,0.1534165,0.1154937,-0.2350708,0.1652011,0.1267426,-0.2350708,0.1652011,0.1267426,-0.2350707,0.1652012,0.1267428,2.004746E-07,0,true,-98108,Sphere,CurrentGrounding,1,-0.4192944,2.430272,3.856395,0,0,0,0,-1,0,0.05,1,4608,0.5735765,-0.4192944,1.92,3.856395,-0.4192944,1.92,3.856395,0,1,0,0.4602721,Anchored,None,true,-0.1271383,0.5445805,-0.2578109,-0.5760555,-0.5907266,0.399672,0.39933,-0.4068427,2.005594,3.778516,-0.5760555,-0.5907266,0.399672,0.39933,1,false,false,false,ModifierNotCompiled,0,0,0,0,0,0,0,0,ModifierNotCompiled,0,0,0,0,FootPlacementEffectorTarget,FootGrounding,true,1,true,-0.001093246,1,0.02823712,0.0005553961,-98108,-0.4068427,1.92,3.778516,0,1,0,0.0009627342,0,0.0009627342,0,-0.4068427,2.005594,3.778516,-0.404721,1.924493,3.776308,-0.3772861,1.926607,3.701379,0.00449276,0.006607056,0,1,1,1,1,0.07049811,0.000963375,0.0009451836,1.811981E-05,0.0009633034,0.0007860767,0.000963375,true,0,1,0,1.188079E-22,1,-2.063185E-17,-5.826683E-21,1.417575E-06,1.011724E-15,0,1,0,true,0.165978,0.1522309,0.04995114,0.1592555,0.1560925,0.1285322,0.1592555,0.1560925,0.1285322,0.1592556,0.1560925,0.1285322,1.095007E-07,0
